workload,batch,sm,block_count,elapsed_sum
memory,64,80,257,587876
memory,64,81,248,555199
memory,64,82,263,589823
memory,64,83,253,555070
memory,64,84,262,582766
memory,64,85,252,550295
memory,64,86,255,576350
memory,64,87,249,546088
memory,64,88,253,585016
memory,64,89,244,540699
memory,64,90,253,571301
memory,64,91,243,566476
memory,64,92,267,587687
memory,64,93,252,563988
memory,64,94,265,578182
memory,64,95,248,548187
memory,64,96,255,559511
memory,64,97,246,552953
memory,64,98,245,572827
memory,64,99,240,548968
memory,64,100,249,575541
memory,64,101,247,559525
memory,64,102,251,581542
memory,64,103,240,541043
memory,64,104,257,579859
memory,64,105,245,561279
memory,64,106,260,580454
memory,64,107,250,551010
memory,64,108,253,567620
memory,64,109,246,554119
memory,64,110,254,583382
memory,64,111,249,549947
memory,64,112,254,576051
memory,64,113,248,551653
memory,64,114,262,577183
memory,64,115,244,557444
memory,64,116,255,576025
memory,64,117,252,544955
memory,64,118,255,573401
memory,64,119,246,554987
memory,64,120,248,570183
memory,64,121,242,555281
memory,64,122,246,593697
memory,64,123,238,532766
memory,64,124,249,571214
memory,64,125,243,554586
memory,64,126,250,592431
memory,64,127,246,545999
memory,128,0,525,1193875
memory,128,1,504,1171626
memory,128,2,528,1203692
memory,128,3,505,1149168
memory,128,4,539,1198856
memory,128,5,509,1161385
memory,128,6,533,1195305
memory,128,7,510,1163677
memory,128,8,524,1187796
memory,128,9,506,1147092
memory,128,10,521,1176810
memory,128,11,495,1160140
memory,128,12,516,1183896
memory,128,13,495,1161945
memory,128,14,526,1198022
memory,128,15,494,1145430
memory,128,16,535,1200749
memory,128,17,505,1161923
memory,128,18,536,1216752
memory,128,19,510,1182877
memory,128,20,536,1200778
memory,128,21,506,1179515
memory,128,22,525,1196822
memory,128,23,499,1148592
memory,128,24,533,1208535
memory,128,25,509,1156258
memory,128,26,532,1224418
memory,128,27,517,1162949
memory,128,28,538,1195658
memory,128,29,518,1144162
memory,128,30,530,1202694
memory,128,31,505,1155296
memory,128,32,523,1192169
memory,128,33,499,1152418
memory,128,34,516,1205438
memory,128,35,499,1160183
memory,128,36,530,1198477
memory,128,37,500,1143567
memory,128,38,533,1213542
memory,128,39,510,1148853
memory,128,40,542,1217952
memory,128,41,518,1158577
memory,128,42,534,1208880
memory,128,43,507,1166622
memory,128,44,525,1213755
memory,128,45,500,1165416
memory,128,46,528,1206034
memory,128,47,509,1152652
memory,128,48,537,1194823
memory,128,49,517,1159966
memory,128,50,535,1198447
memory,128,51,513,1147496
memory,128,52,530,1202958
memory,128,53,504,1148795
memory,128,54,525,1197429
memory,128,55,497,1137111
memory,128,56,520,1206561
memory,128,57,493,1145185
memory,128,58,521,1203272
memory,128,59,501,1134472
memory,128,60,536,1209139
memory,128,61,507,1147403
memory,128,62,529,1188574
memory,128,63,510,1136791
memory,128,64,522,1188064
memory,128,65,507,1152088
memory,128,66,514,1186799
memory,128,67,493,1138822
memory,128,68,519,1191074
memory,128,69,501,1131431
memory,128,70,530,1192659
memory,128,71,510,1134749
memory,128,72,529,1194672
memory,128,73,506,1144175
memory,128,74,519,1178655
memory,128,75,499,1133410
memory,128,76,508,1186579
memory,128,77,492,1140872
memory,128,78,513,1191320
memory,128,79,488,1144374
memory,128,80,518,1186236
memory,128,81,495,1121528
memory,128,82,521,1217411
memory,128,83,507,1142413
memory,128,84,518,1195970
memory,128,85,504,1124490
memory,128,86,521,1174355
memory,128,87,499,1128854
memory,128,88,511,1187452
memory,128,89,490,1133607
memory,128,90,513,1193221
memory,128,91,498,1134734
memory,128,92,527,1177257
memory,128,93,505,1145266
memory,128,94,522,1166502
memory,128,95,503,1139863
memory,128,96,511,1171429
memory,128,97,497,1143104
memory,128,98,506,1185311
memory,128,99,485,1127652
memory,128,100,517,1188294
memory,128,101,490,1133265
memory,128,102,522,1197948
memory,128,103,491,1131934
memory,128,104,520,1201399
memory,128,105,497,1142695
memory,128,106,517,1174298
memory,128,107,504,1139230
memory,128,108,510,1175416
memory,128,109,504,1139847
memory,128,110,512,1193823
memory,128,111,490,1126257
memory,128,112,515,1176953
memory,128,113,501,1142098
memory,128,114,519,1184673
memory,128,115,505,1154292
memory,128,116,516,1179466
memory,128,117,508,1146591
memory,128,118,508,1174929
memory,128,119,497,1141925
memory,128,120,502,1183670
memory,128,121,491,1134604
memory,128,122,500,1172440
memory,128,123,486,1150749
memory,128,124,500,1173444
memory,128,125,488,1136007
memory,128,126,510,1199689
memory,128,127,503,1135861
mixed,8,0,32,2258246
mixed,8,1,32,2372893
mixed,8,2,32,2328303
mixed,8,3,32,2351303
mixed,8,4,32,2460259
mixed,8,5,32,2528133
mixed,8,6,32,2586672
mixed,8,7,32,2596228
mixed,8,8,32,2255400
mixed,8,9,32,2369926
mixed,8,10,32,2332962
mixed,8,11,32,2355511
mixed,8,12,32,2465029
mixed,8,13,32,2532779
mixed,8,14,32,2588985
mixed,8,15,32,2598563
mixed,8,16,32,2260011
mixed,8,17,32,2374367
mixed,8,18,32,2330888
mixed,8,19,32,2353212
mixed,8,20,32,2464445
mixed,8,21,32,2525841
mixed,8,22,32,2589451
mixed,8,23,32,2596429
mixed,8,24,32,2254665
mixed,8,25,32,2360763
mixed,8,26,32,2328909
mixed,8,27,32,2348723
mixed,8,28,32,2456144
mixed,8,29,32,2515616
mixed,8,30,32,2585985
mixed,8,31,32,2593491
mixed,8,32,32,2259176
mixed,8,33,32,2365425
mixed,8,34,32,2332972
mixed,8,35,32,2353406
mixed,8,36,32,2458687
mixed,8,37,32,2518251
mixed,8,38,32,2590589
mixed,8,39,32,2597687
mixed,8,40,32,2257393
mixed,8,41,32,2362708
mixed,8,42,32,2333567
mixed,8,43,32,2352816
mixed,8,44,32,2458697
mixed,8,45,32,2518126
mixed,8,46,32,2585472
mixed,8,47,32,2592448
mixed,8,48,32,2257934
mixed,8,49,32,2360728
mixed,8,50,32,2326483
mixed,8,51,32,2344930
mixed,8,52,32,2455821
mixed,8,53,32,2515298
mixed,8,54,32,2590046
mixed,8,55,32,2596999
mixed,8,56,32,2261604
mixed,8,57,32,2364808
mixed,8,58,32,2328104
mixed,8,59,32,2347137
mixed,8,60,32,2460900
mixed,8,61,32,2519919
mixed,8,62,32,2589868
mixed,8,63,32,2594611
mixed,8,64,32,2263304
mixed,8,65,32,2365383
mixed,8,66,32,2330083
mixed,8,67,32,2347863
mixed,8,68,32,2457468
mixed,8,69,32,2515126
mixed,8,70,32,2588021
mixed,8,71,32,2592544
mixed,8,72,32,2256047
mixed,8,73,32,2356903
mixed,8,74,32,2327434
mixed,8,75,32,2344881
mixed,8,76,32,2461809
mixed,8,77,32,2519699
mixed,8,78,32,2592053
mixed,8,79,32,2597886
mixed,8,80,32,2257881
mixed,8,81,32,2359335
mixed,8,82,32,2332226
mixed,8,83,32,2348923
mixed,8,84,32,2521707
mixed,8,85,32,2532247
mixed,8,86,32,2595861
mixed,8,87,32,2571236
mixed,8,88,32,2357896
mixed,8,89,32,2376567
mixed,8,90,32,2340176
mixed,8,91,32,2317865
mixed,8,92,32,2517784
mixed,8,93,32,2531870
mixed,8,94,32,2587692
mixed,8,95,32,2563038
mixed,8,96,32,2355145
mixed,8,97,32,2373335
mixed,8,98,32,2344313
mixed,8,99,32,2322722
mixed,8,100,32,2522038
mixed,8,101,32,2536775
mixed,8,102,32,2590004
mixed,8,103,32,2565305
mixed,8,104,32,2359527
mixed,8,105,32,2378114
mixed,8,106,32,2342454
mixed,8,107,32,2320230
mixed,8,108,32,2521908
mixed,8,109,32,2536410
mixed,8,110,32,2590252
mixed,8,111,32,2565339
mixed,8,112,32,2354593
mixed,8,113,32,2372756
mixed,8,114,32,2340595
mixed,8,115,32,2317940
mixed,8,116,32,2514028
mixed,8,117,32,2527889
mixed,8,118,32,2587273
mixed,8,119,32,2562443
mixed,8,120,32,2358897
mixed,8,121,32,2377210
mixed,8,122,32,2344681
mixed,8,123,32,2322610
mixed,8,124,32,2516049
mixed,8,125,32,2530495
mixed,8,126,32,2592157
mixed,8,127,32,2567159
mixed,16,0,71,5310034
mixed,16,1,70,5249338
mixed,16,2,71,5411003
mixed,16,3,71,5472397
mixed,16,4,64,5106254
mixed,16,5,64,5079487
mixed,16,6,56,4617899
mixed,16,7,56,4641507
mixed,16,8,72,5380656
mixed,16,9,72,5421350
mixed,16,10,70,5451857
mixed,16,11,70,5413573
mixed,16,12,64,5177512
mixed,16,13,64,5114076
mixed,16,14,56,4633440
mixed,16,15,56,4617745
mixed,16,16,72,5395075
mixed,16,17,72,5433707
mixed,16,18,72,5496738
mixed,16,19,72,5480396
mixed,16,20,64,5068036
mixed,16,21,64,5142301
mixed,16,22,56,4641992
mixed,16,23,56,4621917
mixed,16,24,72,5364185
mixed,16,25,72,5348841
mixed,16,26,72,5547383
mixed,16,27,72,5468608
mixed,16,28,64,5094411
mixed,16,29,64,5002902
mixed,16,30,56,4648636
mixed,16,31,56,4612388
mixed,16,32,72,5413435
mixed,16,33,72,5388442
mixed,16,34,72,5509419
mixed,16,35,71,5503077
mixed,16,36,64,5110252
mixed,16,37,64,5088673
mixed,16,38,56,4628661
mixed,16,39,56,4615800
mixed,16,40,72,5339621
mixed,16,41,72,5392363
mixed,16,42,71,5426076
mixed,16,43,64,5046905
mixed,16,44,64,5192103
mixed,16,45,56,4642036
mixed,16,46,56,4623054
mixed,16,47,56,4538475
mixed,16,48,72,5408406
mixed,16,49,65,4993699
mixed,16,50,71,5506605
mixed,16,51,64,4919335
mixed,16,52,64,5053874
mixed,16,53,56,4624564
mixed,16,54,55,4551464
mixed,16,55,56,4561862
mixed,16,56,72,5494578
mixed,16,57,64,4968140
mixed,16,58,71,5495533
mixed,16,59,64,4895574
mixed,16,60,64,5058412
mixed,16,61,56,4629483
mixed,16,62,56,4682322
mixed,16,63,56,4524385
mixed,16,64,71,5380777
mixed,16,65,65,5048997
mixed,16,66,70,5412137
mixed,16,67,64,4930554
mixed,16,68,64,5079234
mixed,16,69,56,4604335
mixed,16,70,56,4643272
mixed,16,71,56,4560701
mixed,16,72,71,5361827
mixed,16,73,64,4945522
mixed,16,74,70,5403741
mixed,16,75,64,4879252
mixed,16,76,64,5158866
mixed,16,77,56,4654628
mixed,16,78,54,4510492
mixed,16,79,56,4583761
mixed,16,80,70,5271102
mixed,16,81,63,4917244
mixed,16,82,71,5462451
mixed,16,83,63,4846437
mixed,16,84,64,5049037
mixed,16,85,56,4655955
mixed,16,86,56,4616964
mixed,16,87,56,4560358
mixed,16,88,72,5355272
mixed,16,89,64,4986771
mixed,16,90,72,5485058
mixed,16,91,64,4932531
mixed,16,92,64,5023983
mixed,16,93,56,4646767
mixed,16,94,56,4542001
mixed,16,95,56,4549679
mixed,16,96,72,5398191
mixed,16,97,64,4949490
mixed,16,98,72,5531614
mixed,16,99,64,4894230
mixed,16,100,64,5146057
mixed,16,101,56,4664928
mixed,16,102,56,4603238
mixed,16,103,56,4538085
mixed,16,104,72,5269051
mixed,16,105,65,5068707
mixed,16,106,72,5521873
mixed,16,107,68,5135017
mixed,16,108,64,5040112
mixed,16,109,56,4659107
mixed,16,110,56,4594266
mixed,16,111,60,4855230
mixed,16,112,72,5314691
mixed,16,113,64,4954989
mixed,16,114,72,5466584
mixed,16,115,68,5157919
mixed,16,116,64,4980606
mixed,16,117,56,4578575
mixed,16,118,56,4599958
mixed,16,119,60,4827906
mixed,16,120,72,5351698
mixed,16,121,64,5013746
mixed,16,122,72,5499390
mixed,16,123,67,5148385
mixed,16,124,64,5036079
mixed,16,125,56,4598157
mixed,16,126,56,4588879
mixed,16,127,61,4902308
mixed,32,0,136,10542751
mixed,32,1,131,10016701
mixed,32,2,127,9974891
mixed,32,3,127,9849493
mixed,32,4,119,9644873
mixed,32,5,122,9563680
mixed,32,6,122,9794428
mixed,32,7,124,9952207
mixed,32,8,131,10067065
mixed,32,9,139,10525387
mixed,32,10,125,9936311
mixed,32,11,128,10082602
mixed,32,12,120,9639991
mixed,32,13,127,10045755
mixed,32,14,120,9782435
mixed,32,15,120,9746676
mixed,32,16,132,10266407
mixed,32,17,133,10318192
mixed,32,18,129,10074505
mixed,32,19,126,9828339
mixed,32,20,124,9893008
mixed,32,21,124,9737945
mixed,32,22,122,9842279
mixed,32,23,119,9639495
mixed,32,24,137,10387660
mixed,32,25,140,10599308
mixed,32,26,127,9886453
mixed,32,27,128,9986211
mixed,32,28,126,9915111
mixed,32,29,122,9710538
mixed,32,30,124,9921938
mixed,32,31,119,9600200
mixed,32,32,133,10261685
mixed,32,33,131,10071146
mixed,32,34,126,9919697
mixed,32,35,130,10085579
mixed,32,36,122,9675069
mixed,32,37,121,9680340
mixed,32,38,119,9522468
mixed,32,39,122,9788757
mixed,32,40,137,10345320
mixed,32,41,130,9975366
mixed,32,42,128,9907088
mixed,32,43,130,10173531
mixed,32,44,122,9665016
mixed,32,45,131,10329370
mixed,32,46,121,9678865
mixed,32,47,128,10102846
mixed,32,48,135,10345585
mixed,32,49,139,10504027
mixed,32,50,127,9809763
mixed,32,51,132,10079527
mixed,32,52,120,9596381
mixed,32,53,125,9840379
mixed,32,54,118,9528092
mixed,32,55,124,9887818
mixed,32,56,138,10582493
mixed,32,57,136,10594060
mixed,32,58,126,9874182
mixed,32,59,129,10103631
mixed,32,60,123,9705601
mixed,32,61,127,9960019
mixed,32,62,123,9914168
mixed,32,63,122,9884677
mixed,32,64,137,10522846
mixed,32,65,134,10328051
mixed,32,66,124,9876578
mixed,32,67,132,10283305
mixed,32,68,124,9916786
mixed,32,69,129,10108984
mixed,32,70,121,9835023
mixed,32,71,122,9852332
mixed,32,72,137,10319069
mixed,32,73,135,10256099
mixed,32,74,124,9692068
mixed,32,75,126,9883347
mixed,32,76,123,9916742
mixed,32,77,121,9702071
mixed,32,78,120,9683201
mixed,32,79,121,9793922
mixed,32,80,135,10476652
mixed,32,81,135,10276529
mixed,32,82,128,10125481
mixed,32,83,130,9964457
mixed,32,84,123,9613586
mixed,32,85,123,9667633
mixed,32,86,124,9852849
mixed,32,87,126,10004667
mixed,32,88,141,10596025
mixed,32,89,136,10314251
mixed,32,90,130,10053010
mixed,32,91,133,10280267
mixed,32,92,131,10048695
mixed,32,93,126,9860721
mixed,32,94,126,10009422
mixed,32,95,124,9830880
mixed,32,96,137,10337625
mixed,32,97,138,10467267
mixed,32,98,129,9966864
mixed,32,99,131,10069274
mixed,32,100,130,10216167
mixed,32,101,127,10020528
mixed,32,102,123,9866138
mixed,32,103,123,9906904
mixed,32,104,136,10359074
mixed,32,105,137,10444019
mixed,32,106,133,10060088
mixed,32,107,129,10004665
mixed,32,108,128,10080480
mixed,32,109,126,9878726
mixed,32,110,128,10099007
mixed,32,111,125,10009442
mixed,32,112,140,10584920
mixed,32,113,141,10615022
mixed,32,114,132,10117286
mixed,32,115,131,10105658
mixed,32,116,130,9984968
mixed,32,117,123,9755495
mixed,32,118,127,9989841
mixed,32,119,125,9953388
mixed,32,120,141,10700587
mixed,32,121,134,10259250
mixed,32,122,129,9994575
mixed,32,123,130,10100038
mixed,32,124,126,9896677
mixed,32,125,123,9739633
mixed,32,126,125,9911881
mixed,32,127,121,9722771
mixed,64,0,257,19944985
mixed,64,1,261,20099591
mixed,64,2,255,19917829
mixed,64,3,258,19922088
mixed,64,4,252,19794343
mixed,64,5,254,19788948
mixed,64,6,250,19754434
mixed,64,7,249,19859856
mixed,64,8,254,19862467
mixed,64,9,266,20335617
mixed,64,10,256,20114521
mixed,64,11,255,19842214
mixed,64,12,255,20103315
mixed,64,13,256,20106914
mixed,64,14,252,19933236
mixed,64,15,250,19791301
mixed,64,16,260,20092503
mixed,64,17,259,19969797
mixed,64,18,257,20081609
mixed,64,19,260,19919624
mixed,64,20,254,19942674
mixed,64,21,256,20098390
mixed,64,22,250,19784147
mixed,64,23,252,19935443
mixed,64,24,255,19738120
mixed,64,25,260,19878517
mixed,64,26,259,19946207
mixed,64,27,259,20088468
mixed,64,28,257,20094748
mixed,64,29,258,20000716
mixed,64,30,252,19949690
mixed,64,31,247,19679575
mixed,64,32,256,19951421
mixed,64,33,261,20158929
mixed,64,34,252,19976091
mixed,64,35,255,20035977
mixed,64,36,251,19958628
mixed,64,37,256,20011686
mixed,64,38,252,19875914
mixed,64,39,249,19796924
mixed,64,40,263,20160321
mixed,64,41,262,20007900
mixed,64,42,254,19907077
mixed,64,43,256,20052993
mixed,64,44,255,19959843
mixed,64,45,255,20047421
mixed,64,46,250,19731564
mixed,64,47,250,19682744
mixed,64,48,261,19858426
mixed,64,49,268,20157050
mixed,64,50,257,19826485
mixed,64,51,262,20030953
mixed,64,52,254,19892012
mixed,64,53,250,19538902
mixed,64,54,251,19820223
mixed,64,55,245,19483733
mixed,64,56,257,19941625
mixed,64,57,257,19949523
mixed,64,58,261,20173302
mixed,64,59,258,19944747
mixed,64,60,257,19841308
mixed,64,61,257,19870695
mixed,64,62,254,19938971
mixed,64,63,247,19538882
mixed,64,64,263,20258064
mixed,64,65,262,20125149
mixed,64,66,259,20049345
mixed,64,67,257,19858499
mixed,64,68,255,20073261
mixed,64,69,254,19956007
mixed,64,70,250,19890379
mixed,64,71,251,19861517
mixed,64,72,258,19768651
mixed,64,73,257,19909399
mixed,64,74,256,19932156
mixed,64,75,258,19972391
mixed,64,76,249,19792154
mixed,64,77,253,19921242
mixed,64,78,249,20065828
mixed,64,79,250,19955611
mixed,64,80,255,19910676
mixed,64,81,259,20030045
mixed,64,82,258,20153308
mixed,64,83,260,20032712
mixed,64,84,253,19820147
mixed,64,85,254,19917600
mixed,64,86,253,19861311
mixed,64,87,253,19862915
mixed,64,88,265,20105988
mixed,64,89,261,20056440
mixed,64,90,258,19910759
mixed,64,91,253,19578525
mixed,64,92,253,19674719
mixed,64,93,255,19927544
mixed,64,94,261,20027040
mixed,64,95,251,19716939
mixed,64,96,263,20092040
mixed,64,97,257,19997960
mixed,64,98,255,19762351
mixed,64,99,257,20132554
mixed,64,100,248,19841898
mixed,64,101,253,19939705
mixed,64,102,252,19779620
mixed,64,103,250,19785253
mixed,64,104,260,19826425
mixed,64,105,262,19997373
mixed,64,106,265,20315749
mixed,64,107,260,19979900
mixed,64,108,259,20161387
mixed,64,109,260,20094284
mixed,64,110,258,20071404
mixed,64,111,252,19897981
mixed,64,112,268,20236022
mixed,64,113,259,19939659
mixed,64,114,265,20108544
mixed,64,115,257,19846431
mixed,64,116,256,19804422
mixed,64,117,258,19919323
mixed,64,118,253,19882172
mixed,64,119,255,19791931
mixed,64,120,266,20419950
mixed,64,121,259,20018298
mixed,64,122,257,19949990
mixed,64,123,258,19941282
mixed,64,124,254,19872363
mixed,64,125,251,19783913
mixed,64,126,255,20022776
mixed,64,127,255,19751249
mixed,128,0,506,39654751
mixed,128,1,511,39749396
mixed,128,2,509,39546710
mixed,128,3,513,39507470
mixed,128,4,509,39622553
mixed,128,5,511,39567060
mixed,128,6,509,39497179
mixed,128,7,513,39687918
mixed,128,8,512,39598576
mixed,128,9,515,39567357
mixed,128,10,515,39841528
mixed,128,11,506,39355185
mixed,128,12,506,39820064
mixed,128,13,507,39622263
mixed,128,14,505,39639389
mixed,128,15,503,39457432
mixed,128,16,509,39640404
mixed,128,17,515,39623275
mixed,128,18,515,39427866
mixed,128,19,508,39417817
mixed,128,20,509,39765838
mixed,128,21,512,39630058
mixed,128,22,502,39322126
mixed,128,23,511,39868133
mixed,128,24,515,39416916
mixed,128,25,521,39691522
mixed,128,26,516,39600177
mixed,128,27,522,39775753
mixed,128,28,505,39287541
mixed,128,29,511,39501431
mixed,128,30,504,39483631
mixed,128,31,510,39566061
mixed,128,32,515,39821215
mixed,128,33,513,39654584
mixed,128,34,503,39574525
mixed,128,35,508,39500306
mixed,128,36,516,39724613
mixed,128,37,515,39832393
mixed,128,38,507,39489499
mixed,128,39,518,39886316
mixed,128,40,519,39471940
mixed,128,41,521,39430664
mixed,128,42,519,39861972
mixed,128,43,514,39760753
mixed,128,44,506,39208931
mixed,128,45,516,39924664
mixed,128,46,509,39630634
mixed,128,47,507,39239819
mixed,128,48,520,39586001
mixed,128,49,522,39506844
mixed,128,50,516,39739087
mixed,128,51,517,39528570
mixed,128,52,512,39677735
mixed,128,53,510,39387094
mixed,128,54,509,39634329
mixed,128,55,505,39540483
mixed,128,56,515,39614246
mixed,128,57,512,39494730
mixed,128,58,508,39457820
mixed,128,59,509,39324720
mixed,128,60,513,39358958
mixed,128,61,517,39681727
mixed,128,62,507,39686519
mixed,128,63,513,39584372
mixed,128,64,511,39521238
mixed,128,65,515,39661458
mixed,128,66,510,39742531
mixed,128,67,508,39532669
mixed,128,68,506,39469523
mixed,128,69,515,39769064
mixed,128,70,507,39419077
mixed,128,71,511,39740649
mixed,128,72,519,39607927
mixed,128,73,516,39825022
mixed,128,74,507,39501195
mixed,128,75,513,39588896
mixed,128,76,505,39563271
mixed,128,77,508,39541398
mixed,128,78,503,39539814
mixed,128,79,503,39423394
mixed,128,80,510,39522891
mixed,128,81,511,39470884
mixed,128,82,514,39740840
mixed,128,83,510,39526387
mixed,128,84,507,39387943
mixed,128,85,509,39349478
mixed,128,86,508,39672355
mixed,128,87,513,39717334
mixed,128,88,514,39687349
mixed,128,89,513,39579745
mixed,128,90,508,39285677
mixed,128,91,514,39612895
mixed,128,92,512,39717168
mixed,128,93,509,39242884
mixed,128,94,509,39497691
mixed,128,95,518,39741163
mixed,128,96,523,39848369
mixed,128,97,513,39538479
mixed,128,98,520,40043881
mixed,128,99,511,39570612
mixed,128,100,509,39666741
mixed,128,101,504,39332549
mixed,128,102,508,39321112
mixed,128,103,506,39521878
mixed,128,104,518,39449465
mixed,128,105,517,39435489
mixed,128,106,516,39439691
mixed,128,107,517,39299305
mixed,128,108,516,39707772
mixed,128,109,510,39559471
mixed,128,110,515,39973550
mixed,128,111,506,39411175
mixed,128,112,518,39623412
mixed,128,113,516,39634234
mixed,128,114,518,39415925
mixed,128,115,519,39565059
mixed,128,116,520,39591074
mixed,128,117,515,39293941
mixed,128,118,518,39662143
mixed,128,119,513,39705382
mixed,128,120,514,39503712
mixed,128,121,521,39618752
mixed,128,122,510,39660139
mixed,128,123,510,39512693
mixed,128,124,515,39654824
mixed,128,125,512,39377320
mixed,128,126,513,39437709
mixed,128,127,513,39699762
sparse,8,0,32,170058
sparse,8,1,32,159664
sparse,8,2,32,165695
sparse,8,3,32,154171
sparse,8,4,32,163931
sparse,8,5,32,155528
sparse,8,6,32,159628
sparse,8,7,32,157694
sparse,8,8,32,156107
sparse,8,9,32,160512
sparse,8,10,32,162206
sparse,8,11,32,161874
sparse,8,12,32,166890
sparse,8,13,32,162774
sparse,8,14,32,164659
sparse,8,15,32,158634
sparse,8,16,32,159817
sparse,8,17,32,154291
sparse,8,18,32,154282
sparse,8,19,32,153105
sparse,8,20,32,155581
sparse,8,21,32,157873
sparse,8,22,32,166948
sparse,8,23,32,161478
sparse,8,24,32,159748
sparse,8,25,32,159830
sparse,8,26,32,159699
sparse,8,27,32,153270
sparse,8,28,32,158906
sparse,8,29,32,151265
sparse,8,30,32,155236
sparse,8,31,32,153918
sparse,8,32,32,167609
sparse,8,33,32,156310
sparse,8,34,32,166824
sparse,8,35,32,157704
sparse,8,36,32,163936
sparse,8,37,32,156334
sparse,8,38,32,164792
sparse,8,39,32,158051
sparse,8,40,32,153054
sparse,8,41,32,155638
sparse,8,42,32,161503
sparse,8,43,32,159331
sparse,8,44,32,166074
sparse,8,45,32,161213
sparse,8,46,32,163636
sparse,8,47,32,158715
sparse,8,48,32,159074
sparse,8,49,32,150121
sparse,8,50,32,155059
sparse,8,51,32,149588
sparse,8,52,32,156281
sparse,8,53,32,152230
sparse,8,54,32,164703
sparse,8,55,32,158442
sparse,8,56,32,162449
sparse,8,57,32,154092
sparse,8,58,32,160450
sparse,8,59,32,154471
sparse,8,60,32,155119
sparse,8,61,32,150948
sparse,8,62,32,155814
sparse,8,63,32,149822
sparse,8,64,32,169754
sparse,8,65,32,153268
sparse,8,66,32,165424
sparse,8,67,32,153845
sparse,8,68,32,162788
sparse,8,69,32,154440
sparse,8,70,32,160091
sparse,8,71,32,157201
sparse,8,72,32,153495
sparse,8,73,32,157415
sparse,8,74,32,163933
sparse,8,75,32,160010
sparse,8,76,32,166225
sparse,8,77,32,159553
sparse,8,78,32,166236
sparse,8,79,32,154223
sparse,8,80,32,163016
sparse,8,81,32,152652
sparse,8,82,32,156820
sparse,8,83,32,150320
sparse,8,84,32,157242
sparse,8,85,32,150771
sparse,8,86,32,161005
sparse,8,87,32,157087
sparse,8,88,32,160231
sparse,8,89,32,155395
sparse,8,90,32,162023
sparse,8,91,32,151978
sparse,8,92,32,155900
sparse,8,93,32,152304
sparse,8,94,32,152988
sparse,8,95,32,151229
sparse,8,96,32,156468
sparse,8,97,32,153699
sparse,8,98,32,158343
sparse,8,99,32,156235
sparse,8,100,32,162727
sparse,8,101,32,152032
sparse,8,102,32,160521
sparse,8,103,32,154118
sparse,8,104,32,158658
sparse,8,105,32,152424
sparse,8,106,32,158356
sparse,8,107,32,155208
sparse,8,108,32,160687
sparse,8,109,32,155935
sparse,8,110,32,162441
sparse,8,111,32,157383
sparse,8,112,32,155355
sparse,8,113,32,151357
sparse,8,114,32,154343
sparse,8,115,32,152776
sparse,8,116,32,155322
sparse,8,117,32,153636
sparse,8,118,32,162470
sparse,8,119,32,156078
sparse,8,120,32,158391
sparse,8,121,32,155664
sparse,8,122,32,155787
sparse,8,123,32,152616
sparse,8,124,32,155194
sparse,8,125,32,154558
sparse,8,126,32,152271
sparse,8,127,32,156393
sparse,16,0,63,374885
sparse,16,1,59,348888
sparse,16,2,66,378341
sparse,16,3,65,365838
sparse,16,4,69,377393
sparse,16,5,66,360165
sparse,16,6,69,383146
sparse,16,7,66,354943
sparse,16,8,72,383655
sparse,16,9,69,359534
sparse,16,10,64,369155
sparse,16,11,63,341140
sparse,16,12,65,379270
sparse,16,13,56,336610
sparse,16,14,67,383150
sparse,16,15,60,347833
sparse,16,16,68,375482
sparse,16,17,65,348660
sparse,16,18,71,381266
sparse,16,19,68,355088
sparse,16,20,64,362066
sparse,16,21,64,348530
sparse,16,22,67,385578
sparse,16,23,59,343189
sparse,16,24,67,376284
sparse,16,25,63,351149
sparse,16,26,69,381197
sparse,16,27,66,355324
sparse,16,28,69,374400
sparse,16,29,66,354038
sparse,16,30,67,367049
sparse,16,31,64,340284
sparse,16,32,64,376654
sparse,16,33,59,344752
sparse,16,34,63,371515
sparse,16,35,58,342312
sparse,16,36,67,381371
sparse,16,37,59,341922
sparse,16,38,67,374096
sparse,16,39,61,342649
sparse,16,40,71,378589
sparse,16,41,67,354252
sparse,16,42,68,373127
sparse,16,43,60,339165
sparse,16,44,65,374563
sparse,16,45,59,342981
sparse,16,46,65,367729
sparse,16,47,58,336639
sparse,16,48,71,382686
sparse,16,49,60,337951
sparse,16,50,70,374291
sparse,16,51,66,352750
sparse,16,52,64,359286
sparse,16,53,64,344844
sparse,16,54,67,385031
sparse,16,55,58,337166
sparse,16,56,66,375485
sparse,16,57,59,337145
sparse,16,58,64,367550
sparse,16,59,60,342009
sparse,16,60,66,366770
sparse,16,61,65,346641
sparse,16,62,71,385523
sparse,16,63,64,337763
sparse,16,64,66,382372
sparse,16,65,56,331380
sparse,16,66,63,371629
sparse,16,67,57,332939
sparse,16,68,69,384384
sparse,16,69,60,334658
sparse,16,70,68,374923
sparse,16,71,62,344581
sparse,16,72,70,370435
sparse,16,73,65,347359
sparse,16,74,67,370425
sparse,16,75,59,333598
sparse,16,76,67,383621
sparse,16,77,54,329146
sparse,16,78,67,378925
sparse,16,79,57,333623
sparse,16,80,69,384749
sparse,16,81,58,331973
sparse,16,82,69,376669
sparse,16,83,64,346416
sparse,16,84,68,369339
