workload,batch,trace_id,kernel_run_id,sm,block_count,sched_event_count,sched_cycles_total,sched_mean_cycles,sched_p95_cycles,sched_max_cycles,work_cycles_total,block_elapsed_mean_cycles,block_elapsed_p95_cycles,inferred_slot_count
memory,64,Mar08_221206_1838520,2.172130,94,33,27,17880,662.2222222222222,2516.6999999999994,4736,71567,2168.6969696969695,3342.0,6
memory,64,Mar08_221206_1838520,2.172130,95,31,25,14063,562.52,1759.3999999999976,2059,71651,2311.3225806451615,3389.5,6
memory,64,Mar08_221206_1838520,2.172130,96,32,26,16894,649.7692307692307,2242.5,3298,69366,2167.6875,3232.55,6
memory,64,Mar08_221206_1838520,2.172130,97,32,26,18277,702.9615384615385,2156.25,2628,71292,2227.875,3430.7,6
memory,64,Mar08_221206_1838520,2.172130,98,31,25,16084,643.36,1751.9999999999993,3430,73058,2356.7096774193546,3382.0,6
memory,64,Mar08_221206_1838520,2.172130,99,31,25,15926,637.04,2225.9999999999973,2989,69903,2254.935483870968,3271.5,6
memory,64,Mar08_221206_1838520,2.172130,100,31,25,15422,616.88,2315.5999999999963,2711,73290,2364.1935483870966,3311.0,6
memory,64,Mar08_221206_1838520,2.172130,101,32,26,17096,657.5384615384615,2053.25,2412,72136,2254.25,3353.65,6
memory,64,Mar08_221206_1838520,2.172130,102,32,26,16353,628.9615384615385,1636.75,3910,72368,2261.5,3385.95,6
memory,64,Mar08_221206_1838520,2.172130,103,31,25,14947,597.88,1600.599999999998,2250,73497,2370.8709677419356,3193.5,6
memory,64,Mar08_221206_1838520,2.172130,104,32,26,15489,595.7307692307693,1371.0,3289,72170,2255.3125,3273.6,6
memory,64,Mar08_221206_1838520,2.172130,105,31,25,13798,551.92,1712.3999999999983,1897,68155,2198.548387096774,3193.5,6
memory,64,Mar08_221206_1838520,2.172130,106,34,28,17143,612.25,1828.9499999999994,3272,77773,2287.4411764705883,3835.4499999999994,6
memory,64,Mar08_221206_1838520,2.172130,107,31,25,15516,620.64,2267.799999999996,2760,70066,2260.1935483870966,3202.0,6
memory,64,Mar08_221206_1838520,2.172130,108,32,26,17335,666.7307692307693,1279.5,5001,72722,2272.5625,3371.5,6
memory,64,Mar08_221206_1838520,2.172130,109,30,24,17663,735.9583333333334,1736.85,2933,70836,2361.2,3452.4,6
memory,64,Mar08_221206_1838520,2.172130,110,32,26,15968,614.1538461538462,1799.5,2715,74786,2337.0625,3268.5499999999997,6
memory,64,Mar08_221206_1838520,2.172130,111,32,26,18781,722.3461538461538,1236.5,4536,68633,2144.78125,3386.0499999999997,6
memory,64,Mar08_221206_1838520,2.172130,112,31,25,17904,716.16,3113.1999999999966,4347,70834,2284.967741935484,3444.0,6
memory,64,Mar08_221206_1838520,2.172130,113,30,24,15223,634.2916666666666,2069.9999999999986,3077,70857,2361.9,3236.2499999999995,6
memory,64,Mar08_221206_1838520,2.172130,114,34,28,14895,531.9642857142857,1006.8,2866,74971,2205.029411764706,3353.5499999999997,6
memory,64,Mar08_221206_1838520,2.172130,115,30,24,16852,702.1666666666666,1898.9999999999989,2035,68907,2296.9,3364.0,6
memory,64,Mar08_221206_1838520,2.172130,116,31,25,16467,658.68,1533.3999999999994,5310,67319,2171.5806451612902,3533.0,6
memory,64,Mar08_221206_1838520,2.172130,117,30,24,15789,657.875,1319.05,2604,67994,2266.4666666666667,3427.15,6
memory,64,Mar08_221206_1838520,2.172130,118,32,26,14719,566.1153846153846,1889.0,2892,72966,2280.1875,3094.95,6
memory,64,Mar08_221206_1838520,2.172130,119,31,25,16244,649.76,2243.999999999997,3448,72745,2346.6129032258063,3336.5,6
memory,64,Mar08_221206_1838520,2.172130,120,31,25,14169,566.76,1243.8,2377,77793,2509.451612903226,3866.0,6
memory,64,Mar08_221206_1838520,2.172130,121,28,22,16011,727.7727272727273,2021.3999999999999,2921,69868,2495.285714285714,3566.95,6
memory,64,Mar08_221206_1838520,2.172130,122,30,24,14847,618.625,1624.2999999999995,1906,74931,2497.7,3518.95,6
memory,64,Mar08_221206_1838520,2.172130,123,30,24,14971,623.7916666666666,1767.849999999999,1948,66324,2210.8,3241.6,6
memory,64,Mar08_221206_1838520,2.172130,124,31,25,17450,698.0,2209.3999999999974,4681,72266,2331.1612903225805,3358.0,6
memory,64,Mar08_221206_1838520,2.172130,125,31,25,16400,656.0,1527.4,2212,70895,2286.935483870968,3473.5,6
memory,64,Mar08_221206_1838520,2.172130,126,31,25,12859,514.36,1265.7999999999993,1673,71759,2314.8064516129034,3173.5,6
memory,64,Mar08_221206_1838520,2.172130,127,32,26,13659,525.3461538461538,1257.5,1336,71401,2231.28125,3257.1,6
memory,64,Mar08_221206_1838520,2.179037,0,34,28,18755,669.8214285714286,2257.0499999999984,3491,75513,2220.970588235294,3147.5499999999993,6
memory,64,Mar08_221206_1838520,2.179037,1,31,25,16327,653.08,1737.599999999998,3420,67501,2177.451612903226,3060.0,6
memory,64,Mar08_221206_1838520,2.179037,2,34,28,14311,511.10714285714283,1754.4499999999994,1950,71197,2094.029411764706,3108.75,6
memory,64,Mar08_221206_1838520,2.179037,3,30,24,18537,772.375,2914.7499999999986,3459,65697,2189.9,3132.0499999999997,6
memory,64,Mar08_221206_1838520,2.179037,4,35,29,17697,610.2413793103449,2613.399999999996,4659,67970,1942.0,2864.4,6
memory,64,Mar08_221206_1838520,2.179037,5,32,26,16232,624.3076923076923,2130.75,2492,69212,2162.875,3212.25,6
memory,64,Mar08_221206_1838520,2.179037,6,35,29,17736,611.5862068965517,2866.399999999999,3642,69905,1997.2857142857142,2796.7,6
memory,64,Mar08_221206_1838520,2.179037,7,33,27,16853,624.1851851851852,1882.6,2925,67669,2050.5757575757575,3183.2,6
memory,64,Mar08_221206_1838520,2.179037,8,33,27,16356,605.7777777777778,1637.6,2796,73029,2213.0,3139.0,6
memory,64,Mar08_221206_1838520,2.179037,9,32,26,20063,771.6538461538462,2553.5,2964,68419,2138.09375,3073.75,6
memory,64,Mar08_221206_1838520,2.179037,10,34,28,16295,581.9642857142857,1859.4499999999996,2572,70813,2082.735294117647,3098.6,6
memory,64,Mar08_221206_1838520,2.179037,11,31,25,15923,636.92,2065.9999999999973,2520,69829,2252.548387096774,3178.0,6
memory,64,Mar08_221206_1838520,2.179037,12,33,27,18471,684.1111111111111,2546.8999999999987,3106,72667,2202.030303030303,3218.0,6
memory,64,Mar08_221206_1838520,2.179037,13,32,26,18231,701.1923076923077,2180.5,3270,69833,2182.28125,3290.85,6
memory,64,Mar08_221206_1838520,2.179037,14,34,28,18675,666.9642857142857,2443.749999999998,6053,69709,2050.264705882353,3243.35,6
memory,64,Mar08_221206_1838520,2.179037,15,32,26,18080,695.3846153846154,2431.0,3456,71224,2225.75,3290.7,6
memory,64,Mar08_221206_1838520,2.179037,16,32,26,15428,593.3846153846154,1565.25,3074,67469,2108.40625,3180.55,6
memory,64,Mar08_221206_1838520,2.179037,17,32,26,14999,576.8846153846154,2092.75,3028,70005,2187.65625,3231.5,6
memory,64,Mar08_221206_1838520,2.179037,18,33,27,15952,590.8148148148148,1543.2999999999997,2426,74874,2268.909090909091,3204.5999999999995,6
memory,64,Mar08_221206_1838520,2.179037,19,32,26,16973,652.8076923076923,1582.0,2784,67400,2106.25,3069.2,6
memory,64,Mar08_221206_1838520,2.179037,20,34,28,17748,633.8571428571429,2681.349999999998,4106,71122,2091.823529411765,2882.0,6
memory,64,Mar08_221206_1838520,2.179037,21,34,28,18764,670.1428571428571,1871.45,3286,71606,2106.0588235294117,3063.599999999999,6
memory,64,Mar08_221206_1838520,2.179037,22,33,27,16572,613.7777777777778,1622.8,4252,70272,2129.4545454545455,3161.6,6
memory,64,Mar08_221206_1838520,2.179037,23,33,27,19506,722.4444444444445,2112.7999999999997,3360,72948,2210.5454545454545,3244.3999999999996,6
memory,64,Mar08_221206_1838520,2.179037,24,33,27,14329,530.7037037037037,1593.5,3520,73574,2229.5151515151515,3285.4,6
memory,64,Mar08_221206_1838520,2.179037,25,33,27,22488,832.8888888888889,3826.1,5558,69331,2100.939393939394,3050.2,6
memory,64,Mar08_221206_1838520,2.179037,26,35,29,15585,537.4137931034483,1809.5999999999995,3088,72474,2070.6857142857143,3231.1,6
memory,64,Mar08_221206_1838520,2.179037,27,33,27,17542,649.7037037037037,1209.3999999999999,2757,73976,2241.6969696969695,3695.3999999999996,6
memory,64,Mar08_221206_1838520,2.179037,28,34,28,15951,569.6785714285714,1684.7999999999997,2319,70925,2086.029411764706,3074.5999999999995,6
memory,64,Mar08_221206_1838520,2.179037,29,32,26,18694,719.0,2380.0,3050,69615,2175.46875,3173.5,6
memory,64,Mar08_221206_1838520,2.179037,30,33,27,17010,630.0,1610.2,2920,75764,2295.878787878788,3419.399999999999,6
memory,64,Mar08_221206_1838520,2.179037,31,31,25,19302,772.08,2129.7999999999997,3239,65716,2119.8709677419356,3381.0,6
memory,64,Mar08_221206_1838520,2.179037,32,32,26,16729,643.4230769230769,1738.75,5375,72409,2262.78125,3318.2999999999997,6
memory,64,Mar08_221206_1838520,2.179037,33,32,26,17139,659.1923076923077,2779.75,3413,69578,2174.3125,3171.15,6
memory,64,Mar08_221206_1838520,2.179037,34,34,28,14549,519.6071428571429,1348.0499999999993,5785,77778,2287.5882352941176,3954.4499999999994,6
memory,64,Mar08_221206_1838520,2.179037,35,31,25,17558,702.32,2788.399999999995,3559,68326,2204.064516129032,3381.0,6
memory,64,Mar08_221206_1838520,2.179037,36,34,28,17145,612.3214285714286,1814.2499999999989,3128,74190,2182.0588235294117,3511.7499999999995,6
memory,64,Mar08_221206_1838520,2.179037,37,32,26,18709,719.5769230769231,2810.75,3720,73297,2290.53125,3450.7999999999997,6
memory,64,Mar08_221206_1838520,2.179037,38,33,27,16602,614.8888888888889,1665.3,3374,69712,2112.4848484848485,3071.7999999999997,6
memory,64,Mar08_221206_1838520,2.179037,39,31,25,19847,793.88,1487.8,7872,63724,2055.6129032258063,3260.0,6
memory,64,Mar08_221206_1838520,2.179037,40,32,26,16960,652.3076923076923,2200.0,4996,68355,2136.09375,3145.75,6
memory,64,Mar08_221206_1838520,2.179037,41,32,26,19452,748.1538461538462,1417.25,4480,67529,2110.28125,2995.5499999999997,6
memory,64,Mar08_221206_1838520,2.179037,42,33,27,17449,646.2592592592592,2630.199999999999,3145,70284,2129.818181818182,3204.3999999999996,6
memory,64,Mar08_221206_1838520,2.179037,43,31,25,16011,640.44,1908.9999999999977,3545,67691,2183.5806451612902,3301.5,6
memory,64,Mar08_221206_1838520,2.179037,44,32,26,14805,569.4230769230769,1410.25,4623,73284,2290.125,3732.3999999999996,6
memory,64,Mar08_221206_1838520,2.179037,45,30,24,17240,718.3333333333334,1990.5499999999993,2088,71947,2398.233333333333,3393.95,6
memory,64,Mar08_221206_1838520,2.179037,46,33,27,14540,538.5185185185185,1711.7,2358,75691,2293.6666666666665,3409.2,6
memory,64,Mar08_221206_1838520,2.179037,47,33,27,17495,647.9629629629629,1644.1,3083,74142,2246.7272727272725,3522.0,6
memory,64,Mar08_221206_1838520,2.179037,48,34,28,17292,617.5714285714286,1596.55,2594,70924,2086.0,3378.1,6
memory,64,Mar08_221206_1838520,2.179037,49,32,26,17244,663.2307692307693,2181.75,3055,68637,2144.90625,3032.2,6
memory,64,Mar08_221206_1838520,2.179037,50,33,27,13573,502.7037037037037,1577.1,3594,71961,2180.6363636363635,3368.7999999999997,6
memory,64,Mar08_221206_1838520,2.179037,51,33,27,16961,628.1851851851852,2081.2999999999993,2440,70940,2149.6969696969695,3188.2,6
memory,64,Mar08_221206_1838520,2.179037,52,35,29,16507,569.2068965517242,2033.9999999999989,3273,72980,2085.1428571428573,3166.2999999999993,6
memory,64,Mar08_221206_1838520,2.179037,53,31,25,21621,864.84,3108.7999999999947,5321,70020,2258.7096774193546,3609.0,6
memory,64,Mar08_221206_1838520,2.179037,54,33,27,13391,495.962962962963,1544.6,1887,74589,2260.2727272727275,3739.199999999998,6
memory,64,Mar08_221206_1838520,2.179037,55,32,26,19645,755.5769230769231,2656.75,5768,67998,2124.9375,2919.75,6
memory,64,Mar08_221206_1838520,2.179037,56,32,26,14212,546.6153846153846,1593.75,1736,72937,2279.28125,3238.15,6
memory,64,Mar08_221206_1838520,2.179037,57,30,24,19376,807.3333333333334,2705.749999999998,4407,66968,2232.266666666667,3546.2999999999984,6
memory,64,Mar08_221206_1838520,2.179037,58,32,26,16968,652.6153846153846,2129.5,3487,72892,2277.875,3586.0499999999997,6
memory,64,Mar08_221206_1838520,2.179037,59,32,26,18643,717.0384615384615,2698.0,3289,73107,2284.59375,3685.4999999999995,6
memory,64,Mar08_221206_1838520,2.179037,60,33,26,13921,535.4230769230769,1150.0,1539,77879,2359.969696969697,3205.5999999999995,7
memory,64,Mar08_221206_1838520,2.179037,61,33,27,18660,691.1111111111111,1969.5999999999997,3599,68489,2075.4242424242425,3100.2,6
memory,64,Mar08_221206_1838520,2.179037,62,34,28,15039,537.1071428571429,1782.1,3634,73428,2159.6470588235293,3365.3999999999996,6
memory,64,Mar08_221206_1838520,2.179037,63,33,27,18715,693.1481481481482,2604.8999999999987,3711,74278,2250.848484848485,3797.1999999999985,6
memory,64,Mar08_221206_1838520,2.179037,64,33,27,17902,663.0370370370371,2892.499999999999,3401,70830,2146.3636363636365,3531.0,6
memory,64,Mar08_221206_1838520,2.179037,65,34,28,18790,671.0714285714286,1805.6,3106,72150,2122.0588235294117,3553.149999999999,6
memory,64,Mar08_221206_1838520,2.179037,66,32,26,15030,578.0769230769231,1673.0,5348,72779,2274.34375,3296.9,6
memory,64,Mar08_221206_1838520,2.179037,67,29,23,21871,950.9130434782609,3159.199999999998,6766,61110,2107.2413793103447,3198.5999999999995,6
memory,64,Mar08_221206_1838520,2.179037,68,33,27,18358,679.925925925926,3022.699999999999,5068,70323,2131.0,3368.2,6
memory,64,Mar08_221206_1838520,2.179037,69,32,26,17233,662.8076923076923,2124.5,2828,73830,2307.1875,3798.9499999999994,6
memory,64,Mar08_221206_1838520,2.179037,70,35,29,15983,551.1379310344828,1661.7999999999993,3151,75432,2155.2,3776.899999999999,6
memory,64,Mar08_221206_1838520,2.179037,71,32,26,20045,770.9615384615385,2776.75,5155,65115,2034.84375,3203.75,6
memory,64,Mar08_221206_1838520,2.179037,72,32,26,16184,622.4615384615385,2091.75,3686,65861,2058.15625,3124.6499999999996,6
memory,64,Mar08_221206_1838520,2.179037,73,33,27,16979,628.8518518518518,1597.2999999999997,3767,65071,1971.8484848484848,2876.4,6
memory,64,Mar08_221206_1838520,2.179037,74,31,25,15100,604.0,2284.5999999999967,3391,67112,2164.9032258064517,3201.5,6
memory,64,Mar08_221206_1838520,2.179037,75,31,25,15717,628.68,2257.799999999999,2946,64139,2069.0,3084.0,6
memory,64,Mar08_221206_1838520,2.179037,76,31,25,12838,513.52,1430.799999999998,2786,69011,2226.1612903225805,3106.5,6
memory,64,Mar08_221206_1838520,2.179037,77,30,24,15296,637.3333333333334,1758.9999999999986,3815,66845,2228.1666666666665,3297.85,6
memory,64,Mar08_221206_1838520,2.179037,78,31,25,18269,730.76,1913.1999999999991,5037,67849,2188.6774193548385,3205.5,6
memory,64,Mar08_221206_1838520,2.179037,79,31,25,16658,666.32,1532.6,1559,67552,2179.0967741935483,3234.0,6
memory,64,Mar08_221206_1838520,2.179037,80,32,26,18805,723.2692307692307,2662.0,3062,74548,2329.625,3359.25,6
memory,64,Mar08_221206_1838520,2.179037,81,29,23,19530,849.1304347826087,3517.199999999997,4423,66435,2290.862068965517,3411.3999999999996,6
memory,64,Mar08_221206_1838520,2.179037,82,33,27,15206,563.1851851851852,1552.1999999999998,3512,69184,2096.4848484848485,2983.7999999999997,6
memory,64,Mar08_221206_1838520,2.179037,83,32,26,20488,788.0,2949.5,4803,69610,2175.3125,3305.1,6
memory,64,Mar08_221206_1838520,2.179037,84,33,27,17555,650.1851851851852,1475.8,5394,70931,2149.4242424242425,3424.3999999999996,6
memory,64,Mar08_221206_1838520,2.179037,85,32,26,17969,691.1153846153846,1106.75,6189,70137,2191.78125,3195.0,6
memory,64,Mar08_221206_1838520,2.179037,86,32,26,13393,515.1153846153846,2066.25,2363,73182,2286.9375,3406.5999999999995,6
memory,64,Mar08_221206_1838520,2.179037,87,31,25,16270,650.8,2184.599999999997,3144,69377,2237.967741935484,3198.5,6
memory,64,Mar08_221206_1838520,2.179037,88,31,25,14604,584.16,2070.7999999999965,2941,73168,2360.2580645161293,3797.0,6
memory,64,Mar08_221206_1838520,2.179037,89,30,24,19734,822.25,1792.0999999999988,5272,64015,2133.8333333333335,3202.6499999999996,6
memory,64,Mar08_221206_1838520,2.179037,90,31,25,14650,586.0,1488.3999999999994,2447,67948,2191.8709677419356,3180.5,6
memory,64,Mar08_221206_1838520,2.179037,91,31,25,14641,585.64,1553.9999999999993,3108,69934,2255.935483870968,3151.0,6
memory,64,Mar08_221206_1838520,2.179037,92,33,27,15459,572.5555555555555,2781.5999999999995,3504,70148,2125.6969696969695,3242.8,6
memory,64,Mar08_221206_1838520,2.179037,93,32,26,20719,796.8846153846154,3181.75,4352,70409,2200.28125,3341.3499999999995,6
memory,64,Mar08_221206_1838520,2.179037,94,33,27,16480,610.3703703703703,1716.3999999999999,2547,69560,2107.878787878788,3062.2,6
memory,64,Mar08_221206_1838520,2.179037,95,32,26,18233,701.2692307692307,1706.0,2755,69907,2184.59375,3430.1499999999996,6
memory,64,Mar08_221206_1838520,2.179037,96,30,24,18291,762.125,2373.3499999999985,3305,61757,2058.5666666666666,3065.8999999999996,6
memory,64,Mar08_221206_1838520,2.179037,97,32,26,19349,744.1923076923077,2247.75,2377,71725,2241.40625,2992.8,6
memory,64,Mar08_221206_1838520,2.179037,98,30,24,14648,610.3333333333334,1462.3999999999994,3524,69694,2323.133333333333,3283.6,6
memory,64,Mar08_221206_1838520,2.179037,99,31,25,16672,666.88,1668.799999999998,2523,65430,2110.6451612903224,2909.5,6
memory,64,Mar08_221206_1838520,2.179037,100,30,24,15554,648.0833333333334,1259.2499999999998,1359,71651,2388.366666666667,3328.85,6
memory,64,Mar08_221206_1838520,2.179037,101,32,26,18009,692.6538461538462,2068.75,2963,69092,2159.125,3298.8999999999996,6
memory,64,Mar08_221206_1838520,2.179037,102,31,25,15853,634.12,2713.5999999999954,4378,70315,2268.2258064516127,3100.0,6
memory,64,Mar08_221206_1838520,2.179037,103,31,25,18664,746.56,2969.599999999998,3248,66676,2150.8387096774195,3019.0,6
memory,64,Mar08_221206_1838520,2.179037,104,32,26,17208,661.8461538461538,1643.0,5017,69514,2172.3125,3218.95,6
memory,64,Mar08_221206_1838520,2.179037,105,29,23,17122,744.4347826086956,1970.8999999999992,5696,70383,2427.0,3878.399999999999,6
memory,64,Mar08_221206_1838520,2.179037,106,32,26,13508,519.5384615384615,1255.25,1503,69589,2174.65625,3345.9,6
memory,64,Mar08_221206_1838520,2.179037,107,29,23,15524,674.9565217391304,2576.3999999999983,3124,65559,2260.655172413793,3200.6,6
memory,64,Mar08_221206_1838520,2.179037,108,32,26,16650,640.3846153846154,2012.75,2738,72962,2280.0625,3750.1999999999994,6
memory,64,Mar08_221206_1838520,2.179037,109,33,27,16944,627.5555555555555,1323.8,3664,74300,2251.5151515151515,3304.3999999999996,6
memory,64,Mar08_221206_1838520,2.179037,110,33,27,15699,581.4444444444445,1225.8999999999996,4861,70521,2137.0,3227.4,6
memory,64,Mar08_221206_1838520,2.179037,111,30,24,15659,652.4583333333334,1717.5499999999993,2138,69425,2314.1666666666665,3215.2499999999995,6
memory,64,Mar08_221206_1838520,2.179037,112,32,26,18519,712.2692307692307,1620.0,2344,71559,2236.21875,3425.2,6
memory,64,Mar08_221206_1838520,2.179037,113,30,24,17323,721.7916666666666,1680.649999999999,5467,66569,2218.9666666666667,3131.399999999999,6
memory,64,Mar08_221206_1838520,2.179037,114,33,27,18181,673.3703703703703,2539.6,2810,74035,2243.4848484848485,3663.1999999999994,6
memory,64,Mar08_221206_1838520,2.179037,115,30,24,17556,731.5,2138.8499999999985,5232,68140,2271.3333333333335,3256.25,6
memory,64,Mar08_221206_1838520,2.179037,116,32,26,16283,626.2692307692307,1739.0,2024,69915,2184.84375,3281.45,6
memory,64,Mar08_221206_1838520,2.179037,117,30,24,17784,741.0,2125.749999999999,3887,62053,2068.4333333333334,3228.95,6
memory,64,Mar08_221206_1838520,2.179037,118,31,25,18442,737.68,2703.5999999999963,3187,67782,2186.516129032258,3342.0,6
memory,64,Mar08_221206_1838520,2.179037,119,30,24,20689,862.0416666666666,3331.4999999999977,5292,62661,2088.7,3273.95,6
memory,64,Mar08_221206_1838520,2.179037,120,31,25,17726,709.04,2807.5999999999963,4105,71650,2311.2903225806454,3249.5,6
memory,64,Mar08_221206_1838520,2.179037,121,31,25,16738,669.52,1776.3999999999985,1891,72245,2330.483870967742,3598.5,6
memory,64,Mar08_221206_1838520,2.179037,122,30,24,14741,614.2083333333334,1841.4499999999996,3097,71692,2389.733333333333,3328.1,6
memory,64,Mar08_221206_1838520,2.179037,123,29,23,16448,715.1304347826087,1993.4999999999993,3542,60947,2101.6206896551726,2917.8,6
memory,64,Mar08_221206_1838520,2.179037,124,31,25,17849,713.96,1672.9999999999989,3477,68069,2195.7741935483873,3315.0,6
memory,64,Mar08_221206_1838520,2.179037,125,30,23,15261,663.5217391304348,1484.6999999999991,3695,71096,2369.866666666667,3090.7499999999995,7
memory,64,Mar08_221206_1838520,2.179037,126,33,27,16585,614.2592592592592,1395.3999999999999,1506,76392,2314.909090909091,3234.0,6
memory,64,Mar08_221206_1838520,2.179037,127,30,24,17064,711.0,1876.4499999999987,4454,66215,2207.1666666666665,3240.249999999999,6
memory,64,Mar08_221206_1838520,2.188025,0,34,28,16119,575.6785714285714,1565.8999999999996,2986,77894,2291.0,3269.7,6
memory,64,Mar08_221206_1838520,2.188025,1,31,25,15185,607.4,1427.7999999999988,2219,74516,2403.7419354838707,3473.0,6
memory,64,Mar08_221206_1838520,2.188025,2,34,28,14762,527.2142857142857,1732.8999999999996,3017,75216,2212.235294117647,3319.6,6
memory,64,Mar08_221206_1838520,2.188025,3,33,27,18908,700.2962962962963,2058.7999999999997,3399,76268,2311.151515151515,3151.4,6
memory,64,Mar08_221206_1838520,2.188025,4,34,28,17241,615.75,1696.0499999999997,2454,76372,2246.235294117647,3502.8499999999995,6
memory,64,Mar08_221206_1838520,2.188025,5,32,26,17962,690.8461538461538,1763.0,3043,69895,2184.21875,3281.2,6
memory,64,Mar08_221206_1838520,2.188025,6,35,29,16419,566.1724137931035,1557.7999999999997,1760,72257,2064.4857142857145,3192.5999999999995,6
memory,64,Mar08_221206_1838520,2.188025,7,32,26,14242,547.7692307692307,1534.75,2374,69193,2162.28125,3213.0499999999997,6
memory,64,Mar08_221206_1838520,2.188025,8,34,28,17179,613.5357142857143,1685.5499999999997,3115,76412,2247.4117647058824,3164.85,6
memory,64,Mar08_221206_1838520,2.188025,9,31,25,17527,701.08,1824.3999999999992,2428,75465,2434.3548387096776,3214.0,6
memory,64,Mar08_221206_1838520,2.188025,10,34,28,18456,659.1428571428571,2331.7999999999984,2919,74278,2184.6470588235293,3644.9,6
memory,64,Mar08_221206_1838520,2.188025,11,31,25,18558,742.32,1801.7999999999993,5889,65720,2120.0,3157.0,6
memory,64,Mar08_221206_1838520,2.188025,12,32,26,15274,587.4615384615385,2242.0,3524,72374,2261.6875,3201.45,6
memory,64,Mar08_221206_1838520,2.188025,13,32,26,17406,669.4615384615385,1818.0,2574,70697,2209.28125,3124.65,6
memory,64,Mar08_221206_1838520,2.188025,14,33,27,14931,553.0,2283.0,2456,73087,2214.757575757576,3125.2,6
memory,64,Mar08_221206_1838520,2.188025,15,32,26,18625,716.3461538461538,2673.5,4022,66431,2075.96875,2840.1,6
memory,64,Mar08_221206_1838520,2.188025,16,35,29,18940,653.1034482758621,2361.399999999997,3007,72174,2062.114285714286,2988.5999999999995,6
memory,64,Mar08_221206_1838520,2.188025,17,33,27,14372,532.2962962962963,1613.8999999999994,2765,71941,2180.030303030303,3247.7999999999997,6
memory,64,Mar08_221206_1838520,2.188025,18,34,28,12622,450.7857142857143,1488.0999999999995,1912,69850,2054.4117647058824,3102.3,6
memory,64,Mar08_221206_1838520,2.188025,19,33,27,16712,618.9629629629629,2456.7999999999993,3158,73354,2222.848484848485,3429.399999999999,6
memory,64,Mar08_221206_1838520,2.188025,20,33,27,16798,622.1481481481482,1882.3999999999994,4853,73347,2222.6363636363635,3304.2,6
memory,64,Mar08_221206_1838520,2.188025,21,30,24,15486,645.25,1792.3999999999992,2207,69549,2318.3,3403.499999999999,6
memory,64,Mar08_221206_1838520,2.188025,22,34,28,15372,549.0,1821.199999999998,2591,72458,2131.1176470588234,2828.9,6
memory,64,Mar08_221206_1838520,2.188025,23,32,26,15964,614.0,1344.5,1743,69918,2184.9375,3285.0,6
memory,64,Mar08_221206_1838520,2.188025,24,34,28,15917,568.4642857142857,1717.9499999999998,2601,78823,2318.323529411765,3389.2999999999993,6
memory,64,Mar08_221206_1838520,2.188025,25,32,26,14671,564.2692307692307,1352.25,1830,75001,2343.78125,3325.7,6
memory,64,Mar08_221206_1838520,2.188025,26,35,29,15610,538.2758620689655,1516.1999999999996,2267,75420,2154.8571428571427,3136.9999999999995,6
memory,64,Mar08_221206_1838520,2.188025,27,32,26,12016,462.15384615384613,1300.0,2673,69144,2160.75,3186.25,6
memory,64,Mar08_221206_1838520,2.188025,28,33,27,15216,563.5555555555555,2272.2999999999993,3621,73255,2219.848484848485,3178.0,6
memory,64,Mar08_221206_1838520,2.188025,29,32,26,17506,673.3076923076923,2443.25,3153,70080,2190.0,3287.35,6
memory,64,Mar08_221206_1838520,2.188025,30,34,28,18231,651.1071428571429,1711.5,3485,73622,2165.3529411764707,3469.0499999999997,6
memory,64,Mar08_221206_1838520,2.188025,31,32,26,18693,718.9615384615385,2769.5,3293,68784,2149.5,3173.15,6
memory,64,Mar08_221206_1838520,2.188025,32,33,27,16983,629.0,2126.4,3625,72349,2192.3939393939395,3136.4,6
memory,64,Mar08_221206_1838520,2.188025,33,30,24,17564,731.8333333333334,1503.4499999999998,3290,67921,2264.0333333333333,3467.149999999999,6
memory,64,Mar08_221206_1838520,2.188025,34,31,25,15578,623.12,1839.3999999999994,2861,73385,2367.2580645161293,3728.0,6
memory,64,Mar08_221206_1838520,2.188025,35,30,24,16603,691.7916666666666,1572.7999999999997,1886,71005,2366.8333333333335,3290.3999999999996,6
memory,64,Mar08_221206_1838520,2.188025,36,33,27,14705,544.6296296296297,1964.4999999999993,2771,76633,2322.212121212121,3475.5999999999995,6
memory,64,Mar08_221206_1838520,2.188025,37,31,25,16512,660.48,2970.5999999999935,3706,68501,2209.7096774193546,3526.5,6
memory,64,Mar08_221206_1838520,2.188025,38,34,28,16846,601.6428571428571,1310.9499999999996,2064,79402,2335.3529411764707,3386.95,6
memory,64,Mar08_221206_1838520,2.188025,39,32,26,16305,627.1153846153846,2638.75,3782,68030,2125.9375,3089.5,6
memory,64,Mar08_221206_1838520,2.188025,40,34,28,17015,607.6785714285714,2594.7499999999973,3496,73117,2150.5,3308.25,6
memory,64,Mar08_221206_1838520,2.188025,41,34,28,18838,672.7857142857143,2161.399999999999,3195,72360,2128.235294117647,3996.499999999999,6
memory,64,Mar08_221206_1838520,2.188025,42,33,27,14200,525.925925925926,2019.299999999999,2545,72574,2199.212121212121,3364.7999999999997,6
memory,64,Mar08_221206_1838520,2.188025,43,33,27,17952,664.8888888888889,1773.0999999999995,3139,73261,2220.030303030303,3454.999999999999,6
memory,64,Mar08_221206_1838520,2.188025,44,31,25,15330,613.2,1562.7999999999993,2815,73727,2378.2903225806454,3554.0,6
memory,64,Mar08_221206_1838520,2.188025,45,32,26,16401,630.8076923076923,2086.75,3048,66384,2074.5,2931.6,6
